path,source,raw_label,label,md5,phash,resolution,is_exact_dup,dup_cluster,dup_cluster_size,group,group_source
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0278.jpg,talaat,joy,joy,f112ee0185e595904a81b10e6c240100,90c25bc98c9e7367,237x223,False,D001752,5,ID00078,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0282.jpg,talaat,joy,joy,22c0097f5805cc897e3e8f3c9ee8ae74,90012b2e4edfcf6a,208x238,False,D001753,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0284.jpg,talaat,joy,joy,0d140e2688ae8b16c2a77b2318fb376a,d58e5e7c6a5a6850,318x328,True,D000768,4,ID00024,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0286.jpg,talaat,joy,joy,f09df51b5b161cdca742fe35ac743914,965ab925b65740cb,249x329,True,D000769,5,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0293.jpg,talaat,joy,joy,f2ed02694616433e3adca7378a9e2694,846a3e2d3465e796,368x400,True,D000770,5,ID00045,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0294.jpg,talaat,joy,joy,00fa3e297cd792901bab42760902373c,c18d4e07fb387b42,323x413,True,D000771,6,ID00100,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0295.jpg,talaat,joy,joy,68113b1d97e40967d309b73dff555006,912e5c256b3ab996,303x371,True,D000128,19,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0297.jpg,talaat,joy,joy,dd8677c42dae26b34c8ea2cda254523a,91b646916b5237cb,268x392,True,D000774,3,ID00023,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0298.jpg,talaat,joy,joy,158973dc1a82c23cd70321bd651e59df,cb5e2e126e6d3491,248x248,False,D001760,11,ID00023,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0301.jpg,talaat,joy,joy,f2af8f25a596b2a91dd7e3c53fbbc5fc,95815ea57927d0b5,263x327,False,D001475,2,ID00210,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0302.jpg,talaat,joy,joy,3a5fd927073bfe0d6b7f62b609172767,d27f6da4c4c0c1cb,500x584,False,D002031,6,ID00072,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0303.jpg,talaat,joy,joy,97d110507cf89e2690f65760abf1fc7e,d5681b457a8e23dc,212x260,False,D002497,1,ID00196,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0308.jpg,talaat,joy,joy,ce980e18431c915195985cf2385c7c48,914d2f702d3fd483,583x852,True,D000775,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0311.jpg,talaat,joy,joy,6a65e667ea0aa9df56d32e7736a45010,86ae1dbc3eb02dc1,308x236,True,D000776,7,ID00053,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0312.jpg,talaat,joy,joy,eeada2b1a159be09dea54fc9da4e3e20,c2c5bd4a27356c9c,419x421,True,D000777,5,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0315.jpg,talaat,joy,joy,367237ebf7755ee2ad960ee995d2cb24,d5e85f213e2508b7,372x470,True,D000778,5,ID00111,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0316.jpg,talaat,joy,joy,5be93b5603fc29dba7ef03460f5ad77f,d0055a9bad3c4f9a,2471x2872,True,D000779,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0319.jpg,talaat,joy,joy,ff66aa6ad81f566e1271465cb47f489b,80547b3b783f638a,270x325,True,D000780,2,ID00116,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0325.jpg,talaat,joy,joy,4946fcee04dc86fc2aaa21ffc1568032,8f523cea49259d8e,384x371,False,D002504,1,ID00056,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0326.jpg,talaat,joy,joy,7eb08aec7ebaa47021f383b9c1e4fdad,d714687c6b30279d,242x329,False,D002505,2,ID00027,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0327.jpg,talaat,joy,joy,95939774a6750e62d605fecee2a7d85d,e1777c60e8cb82f0,233x252,False,D001767,3,ID00050,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0338.jpg,talaat,joy,joy,fa6bc6bb74d5f91ca2b6b43983f94293,d10713d73a343bca,327x315,False,D001769,3,ID00007,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0346.jpg,talaat,joy,joy,12e97e130159b5b75f6cd0f7a50b87ce,d889d794cb083eb6,490x526,True,D000781,3,ID00016,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0357.jpg,talaat,joy,joy,217f03f9b32aab1a86c5f0b37498252a,d460792d1a1aef66,206x167,False,D002509,3,ID00034,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0365.jpg,talaat,joy,joy,86135ff53e85bcefa48294257739221f,9b332877bc2a52b1,800x706,False,D002510,2,ID00052,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0367.jpg,talaat,joy,joy,54ea713ad9ff531a35c07510dfa2520b,d8261b2f3a646bc6,339x350,False,D001480,3,ID00007,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0369.jpg,talaat,joy,joy,48e7631eda2e42551180c64d8dff5d04,80af58a5fa650ff0,324x315,True,D000785,6,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0370.jpg,talaat,joy,joy,d6c435db2f4f7a6b71dc4844e8a680ca,85c05bc7392e2d8f,345x318,True,D000091,6,ID00204,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0379.jpg,talaat,joy,joy,1358f8ca5fc7db50751a97bd6c947df2,ab0a4bb5293c7e89,311x311,False,D001704,4,ID00037,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0383.jpg,talaat,joy,joy,36fdce81a0ac12230d9bfbab2be9b3d4,d4fc40851f1e5c7a,265x288,False,D000751,12,ID00024,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0384.jpg,talaat,joy,joy,20191577b5782d51f1136618582c4a9c,87dbbcc4b863b482,187x170,False,D001780,4,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0390.jpg,talaat,joy,joy,5b85cafb920b9ecd5e759c29785f53eb,c4f91f342a216ae7,192x226,False,D001462,4,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0393.jpg,talaat,joy,joy,0d7c47eeae4159ab741b9a14063eb35a,d4af01b5d4151fc3,532x724,True,D000787,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0397.jpg,talaat,joy,joy,c588ed4ec09a497f513f2e9ed8a21630,e18105f6977878ea,175x195,True,D000629,8,ID00022,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0400.jpg,talaat,joy,joy,c35d146bfba88eed9f2c3495792114bc,e86bab85a8559c96,293x311,True,D000789,5,ID00034,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0410.jpg,talaat,joy,joy,d33270de574e5915bba6f583f4ec2f4d,8b027eea216b6eb4,291x326,False,D001094,6,ID00056,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0414.jpg,talaat,joy,joy,049f4a7b3958a01cf2a31b0507baee71,c8111f70fd68e786,282x346,True,D000790,3,ID00022,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0418.jpg,talaat,joy,joy,faff912475f6cfbadb29ac22c10f861f,d7f07e386238e8e0,276x315,True,D000791,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0419.jpg,talaat,joy,joy,0026ef24b93f43918cb35451d1625d54,81797f27386d4196,230x283,False,D001795,2,ID00050,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0421.jpg,talaat,joy,joy,56b09ece09dc78a910bc99e9303a2141,be176897642e23d8,431x510,False,D001796,7,ID00022,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0425.jpg,talaat,joy,joy,25fb4a6f7824257a0c27ccd6bab9be11,c4134fbc7835e586,258x307,False,D001797,6,ID00192,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0428.jpg,talaat,joy,joy,c3619a19bd5547fe1aabf7ce0a7b084c,fc41a0d3addea30c,152x232,False,D001456,2,ID00016,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0430.jpg,talaat,joy,joy,401a1dbb42139edca643b59069dd338f,d18d1ebc3a783a85,188x233,True,D000792,5,ID00045,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0431.jpg,talaat,joy,joy,17a38ab5a597a89a56300c048e1298d1,f82c3a15be97a252,248x231,False,D001720,6,ID00128,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0432.jpg,talaat,joy,joy,20b764444eda5b63f337ce79c93f4842,c4b00bf7cfa07d82,319x337,True,D000794,5,ID00059,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0433.jpg,talaat,joy,joy,489baf4311897f7daf02292c05acada2,efd00b7281ee2cd1,285x353,True,D000796,6,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0434.jpg,talaat,joy,joy,53b83a03432662503599826a7cd6e4ac,85422e6e787a3c8f,187x222,True,D000797,3,ID00028,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0435.jpg,talaat,joy,joy,63f054a487f339c3f8a72fac46c05080,d4d57a557802d91e,257x351,True,D000798,4,ID00210,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0436.jpg,talaat,joy,joy,811ea999315250001b749a4a216cb766,d0181f2f396b42e7,196x210,False,D001485,8,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0437.jpg,talaat,joy,joy,3d92fb93913b379a10c14a54a45c9587,95c11e5aa7de0e29,297x344,False,D001803,3,ID00016,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0439.jpg,talaat,joy,joy,20461a56d3a9d378a95551cb3fdccacc,d52c4e5692c3709f,270x217,False,D002536,7,ID00008,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0440.jpg,talaat,joy,joy,843616cc33530406c3a9aa489e623776,a6a849b82d7f8dd0,217x274,False,D001804,5,ID00173,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0442.jpg,talaat,joy,joy,c8d748d8dc537820f8bdc30f95e2b2db,d55f5ee6486128c6,227x266,True,D000799,5,ID00023,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0443.jpg,talaat,joy,joy,5cae6fb2e41fb1106686c2fd00a22986,c58503d74f783e89,403x468,True,D000800,3,ID00155,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0444.jpg,talaat,joy,joy,67b95d85ea73a0ea216c7d94cf474d7d,c4790b2c7cb59cc5,261x292,True,D000801,6,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0448.jpg,talaat,joy,joy,dce086969f796b1ac856a81d331e2d74,8884fb146f3fd01e,178x236,True,D000802,5,ID00001,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0452.jpg,talaat,joy,joy,2de15f6d6aff31fc0051313104057f03,d5ac0e750b663d86,249x287,True,D000803,6,ID00061,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0456.jpg,talaat,joy,joy,fb964aac112f9ad6112632f5abb00164,d0595327ed4564ce,229x323,True,D000805,3,ID00087,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0458.jpg,talaat,joy,joy,ea56269ac6d263a3bc9b4baa0a293d21,b9a228d14d6336cf,278x315,False,D001814,2,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0469.jpg,talaat,joy,joy,84546a32408d1a535a91193d52145b32,9eac78a525f8419b,229x239,False,D001818,7,ID00094,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0471.jpg,talaat,joy,joy,794683a45a5572dd49ed05288df2626d,c4484b7538393f97,293x369,False,D001820,6,ID00134,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0474.jpg,talaat,joy,joy,a8d243a3766841fd09d91aff9f955f6f,c1023e2b7a62bc3f,193x209,False,D001823,5,ID00104,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0477.jpg,talaat,joy,joy,a060d4de54b01ee5ef410d9cc5c43b59,d4bd4296ed1878d2,221x258,True,D000806,5,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0478.jpg,talaat,joy,joy,7373c528381a66bc935277558c1ad3e2,c4d12314293bafeb,429x577,True,D000807,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0479.jpg,talaat,joy,joy,c32832007b6f571407e4cd36ed8a9295,c0154b5b6d6c1fd8,332x403,True,D000808,4,ID00012,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0484.jpg,talaat,joy,joy,125d671dd334c3dbf4dc0aae10924e71,c4810bb23e1f3dcb,267x302,True,D000809,3,ID00028,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0485.jpg,talaat,joy,joy,56d8cf6212d4fe58a4259d70c5bce191,89ee2b55393c6598,150x174,False,D001763,6,ID00067,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0496.jpg,talaat,joy,joy,f6840f2e38839729a91acf6ec1e22fd1,95007e3277386dcb,246x327,True,D000810,4,ID00162,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0497.jpg,talaat,joy,joy,8186b5778111b5aba0b6004188d84d2d,ca393a38f5318367,230x260,False,D001778,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0498.jpg,talaat,joy,joy,c365a1e12276d182fb22e81211b2abfd,d1c80a272f9d7978,516x590,False,D001828,8,ID00005,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0509.jpg,talaat,joy,joy,38eb5d11a023a280dc016b65d913c166,87d470c113c71e3f,217x247,False,D002556,2,ID00005,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0510.jpg,talaat,joy,joy,408c6a69611befb98f0a224edca16c4b,c0968d2a7f22adce,210x267,False,D001831,4,ID00174,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0511.jpg,talaat,joy,joy,26af4f3e624b5504fde661e1d3506ada,d06a3a253c2d79f4,193x235,True,D000812,6,ID00052,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0517.jpg,talaat,joy,joy,ce536d08b0db9bfac0fdbc0ea0e70df4,85447e7b293dd194,291x352,True,D000813,4,ID00071,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0520.jpg,talaat,joy,joy,507cc053f66de0e41daa13d669b68deb,85db5eca1aad6e10,177x182,True,D000814,5,ID00052,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0525.jpg,talaat,joy,joy,14ed6a651cd10527d6d3ba4be06efbfb,eafa2be0e1e38285,180x214,True,D000816,6,ID00020,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0526.jpg,talaat,joy,joy,57482119916e12a228de6326889fae69,ea2fe8a4e0f58193,227x259,True,D000817,3,ID00183,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0528.jpg,talaat,joy,joy,a7f8bb5250737a0f3455a914edcc51cd,971d78ea43e985a8,222x255,True,D000818,4,ID00212,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0529.jpg,talaat,joy,joy,a8e85fb9489d15f6230545b635d94aec,959d56969ab16d09,564x658,False,D002564,2,ID00028,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0530.jpg,talaat,joy,joy,3d87086f4409d11c20742e5231d2d95a,d7497a153a242ff0,300x312,False,D002565,2,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0531.jpg,talaat,joy,joy,5862abd499c96a300083f5651a089869,80246a2f793a67be,332x400,False,D002566,4,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0532.jpg,talaat,joy,joy,4cb8c9d8c95babcaf09180b3afa60d4f,c05d0f3efc1d70c2,317x402,False,D002567,1,ID00128,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0536.jpg,talaat,joy,joy,309605a71ebac9d368a10b508948b344,e891c7b7406f18ae,485x547,True,D000819,2,ID00048,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0539.jpg,talaat,joy,joy,ec506b46c6a18b6d78cfe4a987177479,813a5a656a6f698e,425x502,True,D000820,4,ID00053,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0546.jpg,talaat,joy,joy,13aabbddbf40008b1f0c2271b5b8b4bd,cc422f6a2d382ecf,466x596,False,D002570,1,ID00222,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0547.jpg,talaat,joy,joy,0f55a0dd4699d203c9380dee93447e2d,c1f43f47380e83ce,690x763,True,D000821,6,ID00068,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0554.jpg,talaat,joy,joy,162a7e19ec8c6340a0b7d7e3275208e2,cbe0fe85b015698e,578x588,False,D002572,2,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0556.jpg,talaat,joy,joy,e6a78914ee4d2c946c6efd30e9f98c7a,818d066f5b5d2a97,537x690,True,D000823,5,ID00066,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0561.jpg,talaat,joy,joy,8049ba87c37c4702383159eb7a8068b6,c4007f537ad7211f,614x591,False,D002574,1,ID00069,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0562.jpg,talaat,joy,joy,9b12d66d31dc80f8ab08be3cbc316093,d54a0a723e3d7592,349x444,False,D002575,1,ID00149,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0563.jpg,talaat,joy,joy,49eb14e63a8cc544b8ec17362ba3e3b4,82c15fc6ba2b294f,165x185,False,D001841,7,ID00207,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0564.jpg,talaat,joy,joy,faca054f6123c0b00ab3ea76f3ad9b25,df41e8ab852e718a,719x788,False,D002577,1,ID00067,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0606.jpg,talaat,joy,joy,da434041820c9bb70395507f37d748bb,d15406bd5b7a3c86,195x263,False,D001854,5,ID00014,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0608.jpg,talaat,joy,joy,7c6d48f807ac2654cf8d119b482ff89f,ab0f6c7c31319791,176x195,True,D000825,4,ID00186,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0609.jpg,talaat,joy,joy,f90b090fac5e6a61b6dae18bbd40f831,af2bb5b440f0cfc0,222x224,False,D002580,3,ID00222,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0614.jpg,talaat,joy,joy,7fa3f4c649bb7a873408a7e6fb3c9616,c95403fe7d2c6986,195x236,True,D000630,4,ID00007,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0619.jpg,talaat,joy,joy,aa901ee448a9c69bf7de9f5db16f9bb3,94454b652d7e3cc3,204x202,True,D000632,4,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0620.jpg,talaat,joy,joy,009e8c146df348a2f8f465e972a60296,c0fb0f243e2978d3,335x327,True,D000633,6,ID00064,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0695.jpg,talaat,joy,joy,356d60341a3d8e93e67b1c0e207218e0,9ff868e12187859e,320x418,False,D001881,2,ID00085,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0729.jpg,talaat,joy,joy,1c417a662ea4f7b3a90a9a373653cbb7,95177a1b683c6d58,230x230,False,D001894,6,ID00028,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0741.jpg,talaat,joy,joy,ebebb711b2035d6e2b00de8cb77a7e5a,94ca5fa90e6b2dc2,175x208,False,D001897,2,ID00083,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0756.jpg,talaat,joy,joy,d2cc659469b42be60434a87fdb1f9b2b,c4217a307c23f78f,308x416,False,D002587,1,ID00005,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0759.jpg,talaat,joy,joy,0f5d823c141620c07c1350fca366c0a6,c4c2db83dc3c6bc2,490x590,True,D000634,7,ID00023,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0762.jpg,talaat,joy,joy,31d5cb91a327a35f272d3bf69a102a58,91177a586b4b7463,123x147,True,D000635,5,ID00012,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0769.jpg,talaat,joy,joy,872b34603e610b314b2268a3a6790fb9,8e99fa26b165d894,387x400,True,D000636,4,ID00150,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0795.jpg,talaat,joy,joy,93f48d8e2bfea0bbc869f9038474560c,803d1f706d7ab463,479x571,True,D000637,3,ID00028,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0811.jpg,talaat,joy,joy,c8bef159de94f1078af65ae2123182df,91951ef695933c49,323x367,True,D000638,5,ID00034,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0839.jpg,talaat,joy,joy,a21f7092e6c89906e3acafc61b71d2fb,d2cb69342f3a7489,297x320,True,D000640,3,ID00033,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0840.jpg,talaat,joy,joy,6a147755289368c1f9af3a39f9983f29,efafd4b432247430,312x336,False,D001929,2,ID00159,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0843.jpg,talaat,joy,joy,f4550cae9980f907befcaebb5b6fc157,e41c0a3b3f7b2835,257x270,False,D001930,3,ID00049,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0844.jpg,talaat,joy,joy,d331ba2bed25a5e75d3903a614948905,9eea69c8a56e3491,385x377,False,D001524,6,ID00078,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0857.jpg,talaat,joy,joy,4facac242800e2001007eb92ef8e4386,84f05b532c3e2dc7,231x249,False,D002597,8,ID00184,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0866.jpg,talaat,joy,joy,1301b5fd6953d63018735c7acb11f704,8685aa919179d7c7,396x410,True,D000641,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0867.jpg,talaat,joy,joy,d353a8c01869b5951418468348754291,d4c8cbf1ac3621cb,411x441,True,D000642,7,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0868.jpg,talaat,joy,joy,be0afe75844d582645ee5a8388a11a45,a0faef23fc057281,185x228,True,D000643,3,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0869.jpg,talaat,joy,joy,8b07fe95662d93b9a3bbcbab69280aa2,81af5eef7932808a,165x185,True,D000644,6,ID00010,facenet_agglomerative
data\processed\talaat\Autistic Children Emotions - Dr. Fatma M. Talaat\Train\joy\0872.jpg,talaat,joy,joy,c92e689a5bceec3759c44c21c1f8e692,d4603b47799e25cc,245x251,True,D000645,11,ID00196,facenet_agglomerative
